essay_id,full_text,score
AAATRP14318000672880,"The new technology can be recognize your feelings, with just see your movements of the 44 major muscle.

And he ask, Can we actually ""calculate"" emotions, like a math homework? Anyone can know if that idea is possible, but he want a try.

The process begins construct a computer model 3-D of the face, something weir.

We can tell how a friend feeling simply by the look on his face.

By the way, did making happy face is the experiment also make you feel slightly happy? He ask.

But according to the Facial Freedback Theory of Emotion,moving your facial muscle not only expresses emotions, but also may even help produce them.

In resume, your muscle of your face, not only we can see your emotions, they produce the emotions.

She's 83 percent happy, 9 percent disgusted, 6 percent fearful and 2 percent angry.

At least according to some new computer software that can recognize emotions. The software is the latest innovation from Prof.

The idea for me, is not good, because, if you feeling sad o with depression you don't want that other one know how you can feel, everyone have problems, and sometimes you don't want to said anything.",2
AAATRP14318000656685,"The Facial Action Coding System would not be very valuable for students in a classroom. Yes it is a great advancement in our technology but what would be the point of using one for a classroom. In the article "" Making Mona LIsa smile "" the author tells us how the Facial Action Coding System works and how it gets it's results.

I am against the value of using FACS, simply because I do not find the point of using this in a classroom, I feel it could even be a distraction. The Facial Action Coding System will not help a student figure out how to solve a math equation, or tutor a student if one is struggling. Yes this new development is very fascinating and spectacular but what if students use all of their class time on this system instead of taking notes, or studying. In the article the author tells us that the system only looks at your facial muscles. The author himself gives us information about facial muscles, but not once did the author say the system gives you information about the facial muscles, not once did it say anything about helping students learn.

In the second body paragraph of this article the author aksed a question, he asks "" Can we actually calculate emotions like math homework?"" Some could say or think this system is showing how to calculate math problems ,and some could or will assume that the author will answer that question later on in the article. But the author had a different meaning of "" calculation"",it wasn't solving a math problem. The meaning of calculation to the author in this story was to solve someones emotions. Why would somebody need to figure out someones emotion in a classroom, how could that help a struggling student? How could that help a teacher while teaching? Cell phones could educate students more than this system but most schools do not allow phones to be used during the school day.

In the article ""Making Mona Lisa Smile"" the author Nick D'Alto tells us about an outstanding development in technology and what it can do, but I do not feel that it is a valuable to a classroom. I feel that it would be more of a distraction,if the system did a little more things to educate and help the students of a classroom learn then this would be very valuable. ",3
AAATRP14318000639846,"Imagine being able to detect how your loved ones are feeling, even when they are trying to hide their emotions. New software has been developed that improves accuracy in perceiving the emotions of others. This new software, the Facial Action Coding System, has promising applications for a variety of industries.

This new technology can help others in so many ways.

One Reason is a person's emotional state. Suicides are major

problem in our world today. Victims are usually hiding their emotions to avoid being detected for their feelings. This technology can find out their emotions by using a 3-D model of the human face; all 44 muscles in the model must move like human muscles. FACS(Facial Action Coding System) then can help guardians or anyone get help the victim needs.

Another reason FACS is useful is the lovely world of education.

Students go through school lost or angry for not being able to click on to the lesson being teached. This system of technology can tell if a student is confused in a certain or many topics. Many students are builled for saying they need help or they dont understand what is being taught. The teachers can use FACS to look at the students face and see if the student needs to be explained the lesson over in class or privately.

My final reason I support FACS is in the courtroom. When justice needs to be served it comes down to the jury to decide cases such as murder,rape and other criminal actions. Poylographs (detection tests) are the common tool used to determine if the alleged is innocent or guilty. Polyographs are known to fail,causing the innocent behind bars or the guilty running free. FACS can scan the emotions of the alleged to see if they feel empathy or if they are guilty.                                          ",3
AAATRP14318000580201,"Technology has grown more and more over the years, and sometimes we're for sure lucky to have the technology we do have today. The use of this new technology to read the emotional expressions of students in a classroom is valuable because we should not always trust our eyes, it helps us to better understand what it is we're looking at, and knowing what others around you and what your looking at, can reflect on how you feel as a person.

When looking at a picture of someone smiling, you may think they're happy. Although they're smiling, that smile could surely be fake. What if they threw the smile on so people would think that they're okay? Maybe they just dont want to be bothered. You can't always trust what it is, that your eye is seeing. With this technology, you don't have to trust your eyes to tell how the person in this work of art is feeling. With a few simple steps, you can tell what the emotions in the paintings are. ""The Mona Lisa demonstration is really intended to bring a smile to your face, while it shows just how mcuh this computer can do. Imagine a computer that knows when you are happy or sad"".

This new technology helps us better understand what it is that we are looking at. This Facial Action Coding System enables computers to identify human emotions. The Facial Action Coding System gathers what muscular action units are being used. The muscular action units is how the Coding System collects its data and registers what it is the person is feeling. ""They even indicate the difference between a genuine smile and a forced one"".

Whether it's a family picture you're looking at, or a painting by the greatest painter of all time, If it makes you happy, hinting a genuine smile, can reflect on how you feel. If you know that a painting of sunflowers, is something that you like to see, can cheer you up a little. Although you're not going to be the happiest person in the world because you looked at a picture/painting you enjoy seeing, you will for sure be more happy! ""According to the Facial Feedback Theory of Emotion, moving your facial muscles not only expresses emotions, but also may even help produce them"".

In all reality, technology has had a huge impact on our lives, and we would be lost if it was to be taken from us. This technology may have one of the biggest impacts on our life since smarthphones had first came out. Maybe this will soon be the ""style"". The use of this new technology to read the emotional expressions of students in a classroom is valuable because we should not always trust our eyes, it helps us to better understand what it is we're looking at, and knowing what others around you and what your looking at, can reflect on how you feel as a person.   ",4
AAATRP14318000424868,"This technology of reading into students emotional expressions for the classroom can be beneficial because it gives a more in depth look into how a student is feeling during a specific lesson rather than them saying they understand the lesson when they do not. This new technology may make it easier for classrooms because some kids dont like to speak up when they dont understand something and that does not help the student or teacher. So this new technology will keep the teacher up to date on how there students or feeling about the lessons.

Some students assume it is easier to just not say anything at all when they dont understand something. Students dont want to be a hassle for the teachers to have to go back and go over a lesson so they end up not saying anyhting on there confusion. Also students just do not want to be the only classmate to speak up. Dr. Huang says "" A clasroom computer could recognize when a student is becoming confused or bored."" This can help the teacher in order to realize what they can do to make the lesson more fun like helping the students engage more. Also this can just help the teacher know what they can go over in order to make the students understand certain lessons more.

This technology can help more so with the teacher because it is there job to help students when they do not understand something and to make the classroom learning process easier. Dr. Huang predicts that ""Then it could modify the lesson, like an effective human instructor."" This would really help teachers alot in the sense that they dont have to worry about if anybody is behind in there class because everyone will be at there own pace on different levels of the lesson.

Using technology to read students emotional expressions during class will be very beneficial to the teacher and students. This will help the classroom flow smoother because the teacher will not have to worry about who is caught up and there understanding, if the computer can figure out where the student starts getting confused or bored. Then mabey eventually the computer will be able to modify the lesson for peoples learning pace and understandment.   ",4
AAATRP14318000414935,"Techology is now reading your emotions? The Facial Action Coding System is a computer that can read your emotions. That your not able to understand. The techology to read the emotional experssion of students in a classroom should be allowed because it can detect if a student is not understanding the teacher and can actually describe each trait.

Reading the emotional experssion of students in a classroom should be allowed because it can detect if a student is not understanding the teacher. It's importent for teachers to be able to know how there students are doing in there class when knowing there emotions. In the article Dr. Huang says, "" A classroom computer could recognize when a student is becoming confused or bored."" "" then it could modify the lesson, like an effective human instrutor. ""knowing the students emotions can benitfit the teacher and the student.

Another reason that the Facial Action Coding System should be used is because it can describe each facial traits. Instand of a friend trying to describe your facial traits and getting them incorrect. The Facial Action Coding System can actually calculate every single facial trait that you have. In the article it says. "" Can actually describe each facial trait that convey happy, worried, ect. "" This could be helpful for people that don't know there emotions.

In conclusion the Facial Action Coding System should be used in a classroom. To read the emotional experssion of students in a classroom.                   ",3
AAATRP14318000389602,"The introduction is that i agree that they should be able to use the technology because i think it would help out the world so much more then anybody would really think because of all the people shooting schools because of how they feel.

I think that using technology should be able to use on stedents in school because then they would know if there was smeting wrong an be able to tell if somebody wanted to kill themselves or to kill other people. They would be able to tell sooner if somebody was trying to shoot the school or like if their was something wrong with them like they was always mad and be able to tell that the kid goes through a lot at their house. They say that it can tell if the people can use have mixed emotions and be put up to a face with no emotions. They should use technology more ofton because if they tell if a human emotion and to know what kind of mood they are in it woud just make more sense because they can do it all.

The conclusion is that they shoudl use more technology and to decide if people should be able to tell each others emotions out sometimes to see if it is a fake smile or to see if its a real smile.",2
AAATRP14318000364302,"FACS: the Facial Action Coding System, or possibly the future of teaching. FACS can use all fourty-four major muscles of a face model from a computer to classify how a person is feeling based on six basic emotions. Those six emotions are happiness, anger, disgust, fear, suprise, and sadness. This has major potential to be used anywhere, but the best place could be the classroom. FACS should be used in a classroom because it can read a person's emotions, and could change a lesson if students are bored or confused over a less.

FACS was used on the famous Mona Lisa and produced some very interesting results. It stated that ""She's 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry."" That is the true emotion of Mona Lisa according to a computer. But Professor Thomas Huang, of the Beckman Institute for Advanced Science at Illinois University, belives that this could be used for more than just reading the emotion of people in paintings. He and Professor Nicu Sebe of the University of Amsterdam think that the software can be used on the classroom.

First, we need to know how does FACS work. Dr. Huang uses the computer to construct a 3-D model of the face. If movement at one or more of the fourty-four major muscles in the model occurs, that is called an ""action unit."" Dr. Huang then uses the work of psychologists to take it one step further. Dr. Paul Eckman is one the psychologists work used as he is the creator of FACS. Eckman classified six emotions, and then associated each with movements of facial muscles, such as ""your frontalis pars lateralis muscle (above your eyes) raises your eyebrows when you're suprised."" But Dr. Huang knows the true potential of FACS, the classroom.

A classroom computer with the FACS software could read the emotions of kids in a classroom. It then could change up a lesson if most students are bored or confused. Lets say a student or multiple students aren't understanding a lesson very well from the notes and is confused. The computer could create a game to play that not only makes students excited, but helps them understand the lesson more. This could be crucial towards the future of education.

FACS could become the next teacher assistant for a classroom and succeed at a high standard. The system could lead to better grades for students and lead to a higher graduation rate at universities. This is just the beginning of FACS, and the future only gets better for something as powerful as this. That, ladies and gentleman, is true potential of FACS, the future of education all over the world.",4
AAATRP14318000325515,"The use of this technology is not useful because this really wouldn't be a good investment and not helpful in a learning enviornment. people might also find it as an invations of their privacy using it in class. The money can be spend towards a better education system and allowing our schools to get proper funding for what is needed. It wouldn't be helpful due to the fact that there is no real need for this technology when we could spend in other programs.

The money that is put into this for detecting emotions out of a straight face, but this can be considered as an invasion of privacy. This really isn't useful much due to the fact that it will try and read your thoughts practically. Even though it would be fun to see what someones mood is on a straight face, it be more of a burdon to have and wouldn't serve a major purpose in the learning enviornment. The only real reason to use it is if you were to test to see if someone was lying about a topic.

The money to invest into these machines would be costly and hard to afford for the schools that would need to buy it. This would cause the fundings for supplies maintence and learning programs to go down and would be difficult to run the school properly. This wouldn't be effective having it in the classrooms because of the software and the risk of kids possibly messing it up cause the school to fix or replace the machine. Schools already are getting budget cuts from the government so they have to ration and shorten supply due to money cost. These new machines would take up too much of the school budget.

The counter claim it that these new tools can be used to help aid with children and behavior, and allow students to be more honest with one another. This can also help the teacher see if one student is hiding something. The teacher can use the information from the software and help dicipline the students if need be. Teachers can also see if students are cheating or are lying to them and can be able to organize the class with it's help. These can be good but this new machine can invade on personal privacy and wll not help much other than dicipline.

The main thing to see is that this machine can be useful in some categories but wil not be of much benefit. This technology wouldn't be useful due to the fact that this sytem would cost more and would be invasive on the children. The schools would be more better off focusing on supplies and equipment to further imporve the school and learning.",4
AAATRP14318000236236,"The article ""Making Mona Lisa Smile"" describes a new technology that can depict the emotions of anyone simply based off of their facial expressions. The technology, created by Dr. Huang, can calculate the percent of different emotions that a face is conveying. The technology could possibly be effective in classrooms, but people are not sure how truly effective the system would be. Some people believe the system would be useless, while others believe the system could bring a new view to learning. In my opinion, The Facial Action Coding System produced by Dr. Huang would be valuable in the classroom because of the many benefits it could bring to learning.

Beginning In pagraph 6, D'Alto describes the benefits of what the system can bring to the classroom. D'Alto includes a quote from Dr. Huang that states, ""'A classroom computer could recognize when a student is becoming confused or bored,' Dr. Huang predicts. 'Then it could modify the lesson, like an effective human instructor'"" (D'Alto). This quote reveals that the system could advance the concept of learning. The system could allow students to stay more engaged in their lessons and not doze off or sit in confusion. The technology could allow students to enjoy learning more and could make school a less stressful environment. The modified lessons would allow students to have a learning experience that fits their knowledge and capabilities and would advance them in their experience of learning. The evidence provided in the article shows the true effectiveness the technology could have in the classroom.

The Facial Coding System produced by Dr.Huang is revolutionary. However, the possible effectiveness of the technology in the classroom is pondered by many. Overall, I believe the technology would be valuable in the classroom because of the many benefits it could bring to the capabilities of learning.",3
AAAOPP13416000238150,"Can you imagine a time in the fututre wheen on one buy cars because no one needs them anymore? I can imagine a world when car's do all the driving. The world would be much safer and driving would become much easier. Imagine a day when you won't have to worry about driving ever again. Driving would become easier to trucker's, drunks, and you.

Trucker's are one of America's finest ways to transport good and foods all over our country. Most of these trucker drive non-stop once they get on the road. Some of them get into accidents because they got so tired on the road that they just pass out. Imagine the trucker's real tired and all he had to do was push a button that would make the car drive by itself. Not only would that save time ,but it would also save lives.

Most drivers died in car accident because either their drunk or they got hit by a drunk driver. Most of these drunken driver are to hung over to care what happens to themselves and others. They get in the car thinking their sobber egnouh to get home but, they never do get home because they got hit a tree or run into a simitruck. Wait ,this could all be avoided if all they had to do was push a simple button and say their address or house. This could invention could save million lives a year.

Now, most importantly you. Your late for work and theirs people blowing up your phone and your baby's crying. Don't you wish that your car could just drive itself for a minute? Well your in luck because we already have some car's like this. In the future these cars well be much more advance than we could ever think.

Now we still have a long way to go with the driveless cars. And it's not going to be easy either stated in pargraph nine.Most of these cars will have to understand how to drive when theres a accident ahead or when there construtions. But just like what pargraph ten said,""we grow closer to our destinations everyday.        ",3
AAAOPP13416000218528,"Although driverless cars have both positive and negative aspects my postion on rather they should or should'nt become a reality is that driverless cars should'nt become a reality. The reason that even as they are develping driverless cars now they can not be tuely driverless. Also the manufactors of the car car didn't nescerly want smart cars they wanted smarter roads. Another reason is that they have only been able to engernieer parts of a driverless car that still need human assistance. Lastly there are still major concerns for the passagers of the driverless cars.

Even though driverless car parts have been put in to newer car models the cars are still mainly controled by drivers. for example in 2013 BMW announced their ""traffic jam assistant"" , but the car only could stop the car if it was 25mph or lower meaning the driver would have to try to stop on their on. another example is that in the 1980's automakers sed speed sensors at the wheels in creation of the antilock brakes, but it tok them ten years to perfect them. whose to say that if the release the self driving car to eraly it won't cause many acidents.

In the 1950's Gerneral motors created a concept car that could run on a special track leading to to thought of smart roads. The trought of smart car was an accident because they knew smart roads was'nt possible. the automaker didnt think cars could get much smarter and didn't know how much smart they need to be. the idea was later pick up in 2009 because the knew that it was no way it could happen before the 2000's.

they have a big pogress on the devolpment of the driverless car but is thought to be known that they could never be tuely driverless. the driverles car made in 2009 is said to be driverless but is not because is is alway a drriver in the car that has to pull into an out od driveways and parking lots. Also the driver is to to always remain alert because they may have to take over incase of technological falier or emergency. so that is let people know that it can fail at any time.

There is also the big safey corncern and legal side of the driverless car. the law beleive that the saest car is one driven and controlled by a human. Most states won't even allow the testing of theses cars. Another issue is who          ",3
AAAOPP13416000216889,"I am Dr.Monroe, a scientist here at the National Aeronautics and Space Administration. Otherwise known as NASA. A very popular space agency. Twenty five years ago something very odd happened around around Mars. We had one of our spacecrafts (Viking 1) circling mars, and taking pictures of possible landing sites for another one of our spacecrafts (Viking 2). Later on, we found that Viking 1 had snapped a picture of what seemed to look like a human face. We were very excited to find out what this new finding was, but we later found out that it was just a Martian mesa. Very common around Cydonia. Only this particular mesa had very outrageuos shadows, that made it look like a face.

Though we have stated before to the world that this was just a Martian mesa, some people thought otherwise. For example, one day I was sitting at a coffe shop nearby where I worked with my labcoat on. On my labcoat, it stated my name, and in big letters, the word: NASA. Like I was saying, I was in a coffe shop nearby where I worked, and was suddenly approached by a young man in his twenties. He stood there for a while making sure that I acknowledged him. When I did finally notice him, he smiled, and said that his name was Stan. He told me that he noticed my labcoat and where I worked, and wanted to bring up the topic ""The Face"". I chuckled at his comment, and agreed to discuss the topic.

He sat down in the chair across from me, and we started talking. He brought up how he thought that we were hiding something to do with the face. I kindly replied that we weren't, and that we explained to all the news stories, and talkshows, that this ""face"", was just a simple Martian mesa. Even when I said this, he disregarded it, and continued speaking about how he thought that this picture of ""the Mesa"" was proof of extraterestrial life on mars. as soon as he said this I burst out with laughter. Tears were falling from my eyes, as I thought this was a joke. but, when i saw that he was serious, I immediatley stopped laughing, and apologized. i explained to him that the picture of what he thought was a face, really was just ""the Martian equilavent of a butte or mesa-landforms common around the American west"". At this time he then grabbed something from out of his satchel (which i hadn't noticed before) which looked like a picture of some sort. As a took a closer look, i saw that this was actually three pictures on one page.

The pictures that he showed me were pictures of "" The Face"" in chronological order from 1976 to 2001. He then said to me that that it was possible for alien markings to be hidden. I peered at him with a strange face trying to figure out why this was so important to him, but i answered his question. I stated that ""The Face on mars was located at 41 degrees north martian latitude where it was winter in April '98- a cloudy time of the year on the red planet"". even after this was said he shook his head with a tiny smirk on his face. I then grew annoyed at him and then pointed to the third picture taken in 2001. "" Do you see here?"" ""In image three we used a digital image three times bigger than the pixel size. If there were anything else on this landform other than rocks such as alien markings, you would've seen it already."" He stared at me with a look of stupidity on his face as i then had a smirk on my face. I was proud of myself for proving him wrong.

After our little argument, he quietly got up from his seat, shook my hand, said nice to meet you, and walked out of the coffe shop. I then realized the time and walked out as well, and went back to work.",3
AAAOPP13416000147650,My argument on the article Driverless Cars Are Coming is that we should have them because they could be very useful in the near future because there are some people that like to drive very fast and there are some people that like to drive to slow. So i think by making a driverless car could be in are intrest because it could stop some of these traffic laws we have. Its also a good thing that if there is a crash while your in the driverless car the human can take control of the wheel and get out of the situation. Another good factor is they put a laser beams to form a constantly updating 3-D model of the cars surrounding. The combination of all this input is necessary for the driverless car to mimic the skill of a human at the wheel. I think the only bad factor in the driverless car is if the human is to slow to react in time of the crash to prevent it from happenning. I think this driverless car could actually save lives because humans dont go by the speed limit now a days. Even with drunk drivers this driverless car could save there lives and the people on the street lives because drunk drivers cant drive but always try to drive this driverless car could save there lives for 1 mistake that the humans always make. This car could be the reason we dont have anymore accidents on the streets. Another bad factor of having this driverless car is that some people like to drive and cruse around and some people like to go a certain speed because they like the rush. But the only reason why im for the driverless car is because in my opinion i think its more safe and i think that it will keep much more people out of trouble with the law because the driverless car wll follow the laws of the street. The only thing that will be risky is trusting the manufacturers we go to put all our trust in there hands and hope that they can make the driverless car the best it can be.  ,3
AAAOPP13416000147157,"Can you imagine a time in the future when no one buys cars because no one needs them anymore ? Well no I can't really imagine a time in the future when no one buys cars because no one needs them anymore . I can't imagine that because theres always gonna be a time where you need to go somewhere & your gonna need transportation to get you there . If there were no cars in the future so many lives would be so miserable because who would wanna walk everywhere they need to go? I know I would get tired of walking . There's so many places where people need to be on time but only with some kind kind of transpotation . Life wouldn't be so great without cars because just even walking the house or even to go down the street for something important would really get annoying & tired .

When reading paragraph 7 it talks about how BMW announced the development of ''Traffic Jam Assistant in 2013. Well just because there were alot of ""Trafic Jams'' in 2013 doesn't mean just think about the future without any cars . We need transpotation everywhere we go. I know that there's many of ways for transportation but walking , I don't think that's really a great idea knowing that we walk 24/7 365 days out of the whole year . Having a car & knowing that you can drive it around anytime you would like to is actually good , because even though the gas that you put in your car goes up a dollar or 2 every week doesn't just give up or think about not having cars in the future. There are teenagers all over the world that are looking foward to getting them a car when they get older & even teens and adults now that are wishing that they could get them a car.

My position on driveless cars is that what is a driveless car if you still need a driver to drive the car ? You will always need someone to drive the car even if it is a driveless car. There are car crashes everywhere you go , but you can always fix that problem by sharing the road with the other drives . Watching out for other drivers and the people that are walking is a big step of getting behind the wheel . Making sure that there aren't other people in the way so that you will not hit them & even following the rules of the road , like making sure that you stop at STOP signs & even waiting for your turn to turn while driving. There's no need to imagine a time in the future when no one buys cars because no one needs them anymore.   ",1
AAAOPP13416000145787,"I think you should join the Seagoing Cowboys because you can have a lot of fun and take care of horses and other animals and go sightseeing.

When I first went to the Seagoing Cowboys program my friend invited me and I couldn't say no to him. So I went with him I had a lot of fun i took care of horses and after we unloaded the horses we would use the hold where the horses had been kept and played games like volleyball, basketball, table-tennis and stuff like that it was really fun. Anytime I go there I have a lot of fun. Once we went to Italy and i reod the gondola reide in Venice, Italy and the we went to Greece and I got to see the Acropolis.

This is why i want you to join the Seagoing Cowboys program so you can have a lot of fun and go on adventures and sightseeing.",2
AAAOPP13416000140725,"""I'm tired i dont want to drive home!"" what if you didnt need to drive home? You might not need to drive your car anymore. Car companies are making cars smarter and cars would be able to drive themselves. Driverless cars are effiecent because the driver doesnt need to drive all the time, there would be less accidents.

Drives won't need to drive all the time now. There are some people who just dont know how to drive and are better off not driving. In the article it said "" The Google car simply announces when the driver should be prepared to take over."" This shows that drivers would still need to drive the car but not all the time. Sometimes drivers need to get somewhere but dont go because they dont want to drive. They won't have to becuase they might drive for a little bit or maybe nothing at all.

There would be less accients if cars can be driven themselves. In the article it said "" their cars have been driven more than half a million miles without a crash.""

This shows that their cars so far have not gotten into an accient for a while. People who have cars tnd to crash many times because some drivers are just not careful. The roads would be more calm and safe. It is just better for everyone.

Car companies should make driverless are becuase people wont need to drive all the time espicially when thehy go somewhere far, and there would be less car accidents which also include less deaths. No one wants to be involved in an accident. I believe driverless cars would be neccessary and they should have them. Many people would like to have a car they dont need to drive. ",3
AAAOPP13416000110312,"The ""Face"" is just a natural landform. The ""Face"" was not created by the aliens. NASA, took picutres three diffenernt times and in threee different years.

The ""Face"" is just a natural landform. In 1976, the Viking 1, took a photo of ""the Face"". When we got the picture it did look suspicous, it did look like a face, In paragrapgh 2, we did say it looked like a Egyptian Pharaoh. Everybody was crazy over it, when we posted the picture for everyone could see. A few of the scientists did believe that it was a alien artifact. But not a lot of them believed that. In paragragh 6, it became a priority for NASA, when Mars Global Surveyor (MGS) arrived at the Red Planet, eighteen years after the Viking mission ended. We decided we were going to take a good photo of ""the Face"" once we got a good shot at it, we felt it was important to the taxpayers.

In paragraph 7. On April 5, 1988, wheb MGS flew over Cydonia for the first time, Michael Malin and his Mars Obiter Camera (MOC) team snapped a picture ten times sharper than the orginial Viking pictures. Thousand of Web surfers found out it was just a natural landform. But, it was winter, so some people thought alien marking were hidding by the haze, becuase there was a wispy cloud.

We decided to try again. In paragraph 10, on April 8, 2001, a cloudless summer in Cydonia, MGS drew close enough for a second look on ""the Face"". We took the picture, and the camera we used, ""Had a digital image 3 times bigger than the pixel size, so if there were objects in this picture like airplanes on the ground or Egyptian-style pyramids or even small shacks, you could see what they were!"" says Garvin.

In conclusion, on paragraph 12, what the picture actually showed

was equivalent to a butte or a mesa. It looked like a common landform around the American West. ""It reminds me most of the Middle Butte in the Snake River Plain of Idaho,"" says Garvin. It did not look like a alien artifact, or some markings from aliens. It was just a noraml landform, that only looked like a face, because the camera back in the day, are not as good as today's camera. So now, we can actually see if it looks like a face or not,

and it is not.       ",3
AAAOPP13416000108072,"The driverless cars are coming. This is the most greatest news ever. For technology and cars lovers and especially lazy people this is. But not just does people everyone generally. The world will love to nver have to drive a car again.

I am for the aspects of driveless cars. They are many reasons for my decision. In paragraph 1, cofounder of Google Sergey Brin states that he believe such cars would fundementally change the world. And Google has had cars that drive indepedantly since 2009. In paragraph 2, it says ""Their cars have driven more than half a million miles without a crash."" Which means that the car actually works. I honestly doubt that a human can drive half a million miles without a single crash. But these developements for self driving cars was also back in the day. For example, in the late 1950s General Motors did radio signals. That read the posotive and negative polarity as messages in binary code. It also worked supringly well. Since the late 1950s to now we are still using sensors. Google and many other company's have modified and develloped automotive sensors. In the newer models of cars we have cameras that assist us. We have raidar signal and GPS receivers. These developments and new technology are catching up and will go further.

For now law is the major issue but soon they will be new laws added. These new laws will support this great new modern technology. In paragraph 10 it states ""Automakers are continuing their work on the assumption that problems ahead will be solved."" and also the final sentence ""But we ggrow closer to the destination everyday."" And that is true, this is a great ideas and technology that we can't just let pass by us. Driverless cars are the futurtre and they are coming.",2
AAAOPP13416000107549,"I believe that driverless cars could become a normal thing within the next 10 to 15 years. Before 2000 this was just a dream. Now it is becoming a reality. As stated in the article, the sensors, computer technology, and the mapping was not available before 2000.

There is an up side and down side to driverless cars. There is quite a few up sides to them, and not as many downfalls. The Google Car has drove over a half of a million miles without a crash. These cars are not completely driverless which kind of defeats the purpose of having a driverless car. And honestly I myself would not drive one of these cars because I enjoy driving.

The legal side of driverless cars is going to be the hard part. The companies that make the cars would have to pay millions of dollars to people who got injured because of electronic malfunctions. On the flip side of things, they would make millions off of these cars. The laws on who could have these cars and where they can be driven is going to be a tough discussion as well. BMW claims their car can drive its self up to 25 mph, but I feel like there would be a lot of testing and using of the car before changing these laws. ",2
AAAOPP13416000104882,"Have you ever got in a truck and went for a drive out in the country playing your misic. Well if you havent you are missing ouit big time. With these new drive yourself cars that big companies are wanting to come out with, makes it to were you cant enjoy a car the way they were made to be enjoyed. In my honest opinion I hate the ideal so much. I think we shouldnt aproach this because, It takes away the joy of being able to drive, its going to be way to expensive to make these things happen, and Driverless cars are the least of our worries.

I think that we should not aproach the idea of driverless cars because it takes away the joy of being able to drive a car. Like honestly I grew up anxious for the moment I walk out of the BMV with my drivers liscence, ready to drive my very own car. I layed awake dreaming about the nights I could go to the country and cruise while I listen to music, and race my buddies. Now that im getting older and everyone is trying to advance technology so much, and so fast to the point when I get my liscence I wont even be driving my car. ""Mercedes-benz, Audi, and Nissan plan to have cars that can drive themselves by 2020"". In my eyes that is ridicoulus, i want to be able to drive my won car , and hear the engine as I do it.

I think that we shouldnt approach this beacuse its going to be way to expensive to make this happen. All the word wants to do is advance the things that do not need advanced.

we are trillions of dollars in debt to other nations, and instead of paying them back they want to blow billions on uneccisary things. They wouod have to make roads special for these things to happen. ""They required massive upgrades to existing roads, something that was simply to expensive to be practical"". This is a prime example on why we shouldnt do these kind of things, and its showing everyone how much time America waists on dumb things.

The last reason on why I think we should not aproach this is because driverless cars are the least of our worries. If you really think about it, all this time companies are wasting on things like new technology we could actually be bettering the earth. Instead of taking so much effort and money to make new cool things for us, we should help clean the earth. We are destroying the habitats of the wildlife we dont pay attention. We should worry more about not destroying our home, and not worry about making futuristic cars that are gonna cost a furtune and wast your time.

I think we shouldnt approach this beacuse it takes away the joy of getting a liscence, it way to expensive to make these things happen, driverless cars are the least of our worries. Now think about it, when you were getting a liscence for the fist time, would you be more exited if you could drive your own car as you please, or be drivin all the time?                       ",4
AAAOPP13416000103486,"The new hit ""the face,"" has made its way through tv, and articles all across the world. This phenonim is about a small land form on the suface of Mars that takes the look of a face. There a million hypothesis of what it could be, but we have found what it really is. With research we found a logical reson to how we are correct. Some think its from aliens, and some think its just a natural land form but what is it?

Incase you have not heard the ""face"" has been spotted on Mars, a small landform with some facial features that make it look like one. But a face from an allien, that sounds, and is unlogical. We have done so much reasarch towards this landform. Shadows give it the look of a face, and thats why we can only see it sometimes. In fact mission controllers even said you had to capture it at the correct lighting. But, if it were a real face, you could see it anytime.

In fact we have logical evedience, there are gigantic storms which would have wiped all the alliens out. They would be burried way benith the suface, becuase when Mars has a storm its vicious, and moves dust, dirt, and sediment all over. If there even was alliens they would be covered in hunderds of pounds of dust.

Yet I can see the opposing side saying that since the dust moves around so much how come the bodies couldnt be revealed? This is hundreds of pounds of dust ontop of them. Even though the dust moves so much, there a 1 and a million chnace of it moving above 400 pounds of dust.

In conclusion, this phenomim gives NASA the attention it wants, but its not true. While some might think there was alliens were on Mars, its illogical for their heads to just appear. Even though the opposers think its possible, they are dead and cannot move. Therefore the face is just a landform with shadows that make it look like a face. It it were a face we could see it anytime, but there was lots of research needed to conclude this. Therefore sayin its just a landform.    ",3
